timestamp,customer_id,senior_citizen,partner,dependents,tenure_months,monthly_charges,total_charges,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,city,contract_type,payment_method,internet_service
2026-04-10T15:59:29.968291,CUST_000016,0,1,0,39,43.37,1693.04,1,1,0,0,0,0,0,0,Female,San Francisco,One year,Bank transfer (automatic),No
2026-04-10T15:59:59.971435,CUST_000017,0,0,0,69,115.05,7592.63,1,1,0,0,1,0,1,0,Male,San Diego,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T16:00:29.974497,CUST_000018,0,0,0,21,93.63,2098.27,1,1,0,1,0,1,0,0,Male,Los Angeles,One year,Credit card (automatic),DSL
2026-04-10T16:00:59.978743,CUST_000019,0,1,0,23,47.52,991.69,1,0,0,0,0,0,0,0,Male,Los Angeles,Month-to-month,Electronic check,No
2026-04-10T16:01:29.984399,CUST_000020,0,1,0,12,134.41,1521.28,1,0,1,0,1,1,1,1,Female,Chicago,Month-to-month,Mailed check,Fiber optic
2026-04-10T16:01:59.989435,CUST_000021,0,1,0,35,103.16,3356.77,1,0,0,0,1,0,1,0,Female,New York,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T16:02:29.994238,CUST_000022,0,0,0,40,76.51,3210.25,0,0,0,1,1,1,1,1,Female,Los Angeles,Two year,Electronic check,DSL
2026-04-10T16:02:59.998240,CUST_000023,0,0,1,15,109.1,1707.44,1,1,1,0,0,0,1,0,Male,Chicago,One year,Mailed check,Fiber optic
2026-04-10T16:03:30.001239,CUST_000024,0,0,1,5,105.04,543.46,1,0,0,0,1,0,1,0,Male,Dallas,Month-to-month,Mailed check,Fiber optic
2026-04-10T16:04:00.004659,CUST_000025,0,1,1,10,114.76,1208.84,1,1,1,1,1,1,1,1,Male,Dallas,Month-to-month,Electronic check,Fiber optic
2026-04-10T16:04:30.008692,CUST_000026,1,1,1,16,95.6,1569.73,1,1,1,0,0,0,0,0,Female,Houston,Month-to-month,Mailed check,Fiber optic
2026-04-10T16:05:00.012444,CUST_000027,1,1,1,0,98.78,0.0,1,0,1,1,0,1,0,1,Female,Phoenix,Month-to-month,Bank transfer (automatic),DSL
2026-04-10T16:05:30.019716,CUST_000028,0,0,0,45,90.31,3857.19,1,1,0,0,1,0,1,1,Male,New York,Two year,Credit card (automatic),DSL
2026-04-10T16:06:00.022803,CUST_000029,0,1,1,26,120.58,3384.95,1,1,1,1,0,1,1,1,Female,Dallas,One year,Credit card (automatic),DSL
2026-04-10T18:04:33.017318,CUST_000030,0,1,1,42,121.1,4890.36,1,1,1,1,1,1,1,0,Male,Dallas,Two year,Mailed check,Fiber optic
2026-04-10T18:11:55.558898,CUST_000031,0,0,1,38,43.39,1711.99,1,0,0,0,0,0,0,0,Female,New York,One year,Credit card (automatic),No
2026-04-10T18:12:55.601699,CUST_000032,0,0,0,44,95.49,4464.59,1,0,1,0,0,0,0,0,Male,San Diego,Two year,Credit card (automatic),Fiber optic
2026-04-10T18:13:55.608012,CUST_000033,0,0,0,2,96.59,192.8,1,1,0,1,0,0,1,0,Male,Miami,Month-to-month,Mailed check,DSL
2026-04-10T18:14:55.610113,CUST_000034,0,0,0,21,84.78,1688.61,0,0,1,1,1,0,1,0,Male,San Diego,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:15:55.615331,CUST_000035,1,1,1,24,95.24,2331.29,1,1,1,1,1,0,0,1,Female,Houston,One year,Bank transfer (automatic),DSL
2026-04-10T18:16:55.627833,CUST_000036,0,0,0,42,93.22,4177.1,1,1,1,1,0,1,0,1,Male,San Diego,One year,Mailed check,DSL
2026-04-10T18:17:55.631400,CUST_000037,0,1,0,58,80.21,4309.05,1,0,0,1,0,0,1,0,Male,Dallas,Two year,Electronic check,DSL
2026-04-10T18:18:55.645038,CUST_000038,1,0,1,7,119.25,777.44,1,0,1,1,0,1,1,0,Male,New York,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T18:19:55.662916,CUST_000039,0,1,1,7,91.31,696.73,1,1,0,1,0,0,0,0,Male,Miami,Month-to-month,Electronic check,DSL
2026-04-10T18:20:55.679684,CUST_000040,0,0,0,29,109.0,3081.82,1,0,0,1,1,0,1,1,Male,Los Angeles,Two year,Credit card (automatic),Fiber optic
2026-04-10T18:21:55.706368,CUST_000041,0,1,1,44,98.31,3968.84,1,1,0,1,0,0,1,1,Male,Dallas,One year,Credit card (automatic),DSL
2026-04-10T18:22:55.723916,CUST_000042,0,1,1,5,53.35,251.06,1,1,0,0,0,0,0,0,Female,San Diego,Month-to-month,Electronic check,No
2026-04-10T18:23:55.736525,CUST_000043,1,1,0,17,54.01,839.77,1,1,0,0,0,0,0,0,Female,Chicago,One year,Bank transfer (automatic),No
2026-04-10T18:24:55.745867,CUST_000044,0,1,0,29,107.83,2969.18,1,0,0,1,1,0,1,1,Male,New York,One year,Credit card (automatic),Fiber optic
2026-04-10T18:25:55.756244,CUST_000045,0,1,1,18,23.05,390.66,0,0,0,0,0,0,0,0,Male,Dallas,Month-to-month,Electronic check,No
2026-04-10T18:26:55.761027,CUST_000046,0,0,0,71,49.99,3815.99,1,1,0,0,0,0,0,0,Male,Dallas,Two year,Bank transfer (automatic),No
2026-04-10T18:27:55.763568,CUST_000047,0,0,0,32,94.89,2856.24,1,1,0,1,1,0,0,0,Female,New York,One year,Bank transfer (automatic),DSL
2026-04-10T18:28:55.778320,CUST_000048,0,0,0,6,87.91,534.85,1,1,0,0,1,0,1,0,Female,Los Angeles,Month-to-month,Electronic check,DSL
2026-04-10T18:29:55.791143,CUST_000049,0,0,0,16,93.89,1462.88,1,0,0,1,0,0,0,0,Male,Dallas,Month-to-month,Credit card (automatic),Fiber optic
2026-04-10T18:30:55.794081,CUST_000050,1,1,1,7,89.65,654.9,1,0,1,0,1,0,1,0,Male,Miami,Month-to-month,Electronic check,DSL
2026-04-10T18:31:55.797574,CUST_000051,0,1,0,20,49.76,987.65,1,1,0,0,0,0,0,0,Female,Los Angeles,Month-to-month,Electronic check,No
2026-04-10T18:32:55.812566,CUST_000052,0,1,0,8,114.89,1007.99,1,1,1,0,0,1,1,1,Female,San Diego,Month-to-month,Mailed check,Fiber optic
2026-04-10T18:33:55.814912,CUST_000053,0,0,0,23,117.53,2651.52,1,1,1,1,0,0,1,0,Male,Chicago,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T18:34:55.822205,CUST_000054,0,0,0,15,96.57,1571.15,1,0,0,0,0,1,0,0,Male,San Francisco,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:35:55.832575,CUST_000055,0,0,0,4,91.31,394.13,1,0,0,0,0,0,0,0,Male,Houston,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:36:55.844127,CUST_000056,0,0,0,2,119.79,227.75,1,0,0,1,1,1,1,1,Female,San Francisco,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:37:55.855192,CUST_000057,0,1,1,46,115.23,5166.64,1,0,1,0,0,0,1,1,Male,Dallas,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T18:38:55.872241,CUST_000058,0,0,1,19,117.35,2262.43,1,1,0,0,1,0,1,1,Female,Dallas,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:39:55.889328,CUST_000059,0,0,0,72,78.03,5343.65,1,1,0,0,0,0,0,0,Female,Los Angeles,Two year,Credit card (automatic),DSL
2026-04-10T18:40:55.901381,CUST_000060,1,1,0,30,51.98,1460.55,1,0,0,0,0,0,0,0,Female,Houston,Two year,Bank transfer (automatic),No
2026-04-10T18:41:55.907317,CUST_000061,0,0,1,50,98.0,4439.95,1,0,1,0,0,0,1,0,Male,Dallas,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T18:42:55.910245,CUST_000062,0,0,1,4,108.58,474.34,1,1,0,0,1,0,0,1,Female,Chicago,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:43:55.922718,CUST_000063,0,0,0,70,76.02,5586.19,0,0,0,1,0,0,0,1,Male,New York,Two year,Credit card (automatic),Fiber optic
2026-04-10T18:44:55.936960,CUST_000064,0,1,0,6,116.4,759.66,1,1,0,1,1,1,0,0,Male,San Francisco,Month-to-month,Electronic check,Fiber optic
2026-04-10T18:45:55.941141,CUST_000065,0,0,1,11,94.88,1043.16,1,0,1,0,1,0,1,1,Male,Houston,Month-to-month,Mailed check,DSL
2026-04-10T18:46:55.957141,CUST_000066,0,0,1,54,95.68,4739.56,1,1,1,0,1,1,1,0,Female,Miami,Two year,Bank transfer (automatic),DSL
2026-04-10T18:47:55.971749,CUST_000067,0,0,0,59,78.14,5033.02,1,1,1,0,0,1,0,0,Female,Dallas,Two year,Electronic check,DSL
2026-04-10T18:48:55.985141,CUST_000068,0,1,1,15,110.33,1562.32,1,1,1,1,1,0,1,1,Male,Houston,One year,Mailed check,Fiber optic
2026-04-10T18:49:56.003060,CUST_000069,0,0,0,20,112.14,2313.96,1,0,1,1,0,0,1,1,Female,Seattle,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T18:50:56.019298,CUST_000070,0,1,0,39,76.22,3257.27,1,0,1,0,0,1,0,0,Female,Phoenix,Two year,Bank transfer (automatic),DSL
2026-04-10T18:51:56.028255,CUST_000071,0,1,0,23,78.46,1916.54,1,0,0,0,0,1,1,0,Male,Chicago,Month-to-month,Bank transfer (automatic),DSL
2026-04-10T18:52:56.042904,CUST_000072,0,0,0,13,88.21,1094.83,1,1,1,1,0,1,1,0,Female,Chicago,Month-to-month,Electronic check,DSL
2026-04-10T18:53:56.056965,CUST_000073,0,1,0,28,104.26,2954.02,1,1,0,1,1,1,0,0,Male,Seattle,One year,Electronic check,DSL
2026-04-10T18:54:56.070150,CUST_000074,0,1,0,25,96.59,2228.43,1,0,0,0,1,0,1,0,Male,San Diego,Two year,Credit card (automatic),Fiber optic
2026-04-10T18:55:56.075734,CUST_000075,0,1,0,22,42.07,953.46,1,0,0,0,0,0,0,0,Female,San Francisco,Month-to-month,Mailed check,No
2026-04-10T18:56:56.092873,CUST_000076,1,1,0,49,143.44,7455.7,1,1,1,1,1,1,1,1,Female,Los Angeles,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T18:57:56.108895,CUST_000077,0,0,1,40,107.05,4428.07,1,1,1,1,0,0,0,0,Female,Dallas,One year,Credit card (automatic),Fiber optic
2026-04-10T18:58:56.116903,CUST_000078,1,1,1,15,75.39,1187.11,1,0,0,0,1,0,0,1,Female,San Francisco,Month-to-month,Credit card (automatic),DSL
2026-04-10T18:59:56.132180,CUST_000079,0,1,0,44,89.03,4217.52,1,1,1,0,0,0,0,1,Male,Chicago,Two year,Bank transfer (automatic),DSL
2026-04-10T19:00:56.138456,CUST_000080,0,0,0,1,88.37,83.32,1,0,1,0,0,1,1,0,Male,Houston,Month-to-month,Electronic check,DSL
2026-04-10T19:01:56.155154,CUST_000081,0,0,0,56,96.17,5120.02,1,0,0,0,0,0,1,0,Male,Chicago,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T19:02:56.173467,CUST_000082,0,0,1,8,125.81,1056.12,1,1,1,1,0,0,0,1,Female,Los Angeles,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T19:03:56.182091,CUST_000083,0,1,1,5,103.58,560.96,1,1,0,1,1,1,1,0,Female,New York,Month-to-month,Bank transfer (automatic),DSL
2026-04-10T19:04:56.184838,CUST_000084,0,1,0,8,115.21,937.26,1,1,0,0,1,1,0,1,Male,Los Angeles,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T19:05:56.194599,CUST_000085,0,0,0,23,107.34,2387.63,1,0,0,1,0,1,0,0,Male,Phoenix,Month-to-month,Electronic check,Fiber optic
2026-04-10T19:06:56.207873,CUST_000086,0,0,0,23,50.43,1049.83,1,1,0,0,0,0,0,0,Male,San Francisco,One year,Electronic check,No
2026-04-10T19:07:56.221751,CUST_000087,0,1,0,45,91.64,4234.72,1,0,0,1,0,1,1,1,Female,Dallas,One year,Bank transfer (automatic),DSL
2026-04-10T19:08:56.228575,CUST_000088,0,1,1,32,47.6,1594.13,1,1,0,0,0,0,0,0,Male,Chicago,Two year,Bank transfer (automatic),No
2026-04-10T19:09:56.234006,CUST_000089,0,0,0,54,56.8,3363.97,1,1,0,0,0,0,0,0,Male,Dallas,Two year,Bank transfer (automatic),No
2026-04-10T19:10:56.237827,CUST_000090,0,1,0,19,48.32,991.44,1,0,0,0,0,0,0,0,Male,Dallas,Month-to-month,Mailed check,No
2026-04-10T19:11:56.240494,CUST_000091,0,1,0,35,107.53,3981.03,1,1,0,1,1,0,0,1,Male,Seattle,One year,Bank transfer (automatic),DSL
2026-04-10T19:12:56.247510,CUST_000092,1,0,0,24,46.21,1202.94,1,1,0,0,0,0,0,0,Female,San Francisco,Month-to-month,Electronic check,No
2026-04-10T19:13:56.257884,CUST_000093,0,0,0,24,101.69,2422.58,1,1,0,0,1,0,0,1,Male,Seattle,Two year,Credit card (automatic),Fiber optic
2026-04-10T19:14:56.271946,CUST_000094,0,1,0,15,118.27,1636.71,1,0,1,0,1,1,0,1,Female,Dallas,One year,Credit card (automatic),Fiber optic
2026-04-10T19:15:56.277935,CUST_000095,0,0,0,36,84.68,3056.44,1,0,0,0,0,1,1,1,Female,Houston,One year,Credit card (automatic),DSL
2026-04-10T19:16:56.282754,CUST_000096,0,1,0,7,115.31,764.86,1,1,0,0,1,1,1,1,Male,Miami,Month-to-month,Credit card (automatic),DSL
2026-04-10T19:17:56.285430,CUST_000097,0,0,0,43,82.93,3280.9,1,0,1,1,0,0,0,1,Female,San Diego,One year,Credit card (automatic),DSL
2026-04-10T19:18:56.291970,CUST_000098,0,1,1,24,105.79,2401.14,1,0,0,0,0,0,1,0,Male,Chicago,Month-to-month,Electronic check,Fiber optic
2026-04-10T19:19:56.299107,CUST_000099,0,1,1,36,74.71,2885.19,0,0,1,0,0,0,1,0,Male,Chicago,Two year,Electronic check,Fiber optic
2026-04-10T19:20:56.304124,CUST_000100,0,1,0,9,18.0,146.16,0,0,0,0,0,0,0,0,Male,San Francisco,Month-to-month,Bank transfer (automatic),No
2026-04-10T19:21:56.310223,CUST_000101,0,1,0,4,20.09,73.06,0,0,0,0,0,0,0,0,Male,Los Angeles,Month-to-month,Electronic check,No
2026-04-10T19:22:56.317484,CUST_000102,0,0,0,50,112.81,5524.56,1,1,0,1,1,1,1,0,Male,Houston,Two year,Electronic check,Fiber optic
2026-04-10T19:23:56.329991,CUST_000103,0,1,0,17,70.46,1300.04,0,0,1,1,1,0,1,0,Male,Chicago,Month-to-month,Electronic check,DSL
2026-04-10T19:24:56.336296,CUST_000104,0,0,0,13,76.05,933.73,1,0,0,0,0,0,0,1,Male,Houston,Month-to-month,Electronic check,DSL
2026-04-10T19:25:56.346418,CUST_000105,0,1,0,24,85.32,2012.32,1,1,1,0,0,1,0,1,Male,Dallas,Month-to-month,Mailed check,DSL
2026-04-10T19:26:56.354615,CUST_000106,0,1,0,44,105.82,5047.25,1,1,1,0,0,1,1,0,Male,Phoenix,One year,Credit card (automatic),DSL
2026-04-10T19:27:56.367650,CUST_000107,0,0,1,34,98.7,3066.36,1,0,1,0,0,1,1,0,Male,Los Angeles,Two year,Mailed check,DSL
2026-04-10T19:28:56.376932,CUST_000108,0,0,0,29,126.0,3565.4,1,1,1,1,0,0,1,1,Male,New York,Two year,Credit card (automatic),Fiber optic
2026-04-10T19:29:56.385273,CUST_000109,0,1,0,1,41.98,40.67,1,0,0,0,0,0,0,0,Male,Dallas,Month-to-month,Electronic check,No
2026-04-10T19:30:56.394764,CUST_000110,0,1,0,11,94.22,946.99,1,1,0,0,0,0,0,0,Female,Houston,Month-to-month,Mailed check,Fiber optic
2026-04-10T19:31:56.410042,CUST_000111,1,0,0,17,112.52,2079.45,1,0,0,1,1,1,0,1,Male,San Diego,One year,Electronic check,Fiber optic
2026-04-10T19:32:56.419044,CUST_000112,0,1,1,29,82.33,2263.96,1,0,0,1,0,0,0,1,Female,San Diego,Two year,Credit card (automatic),DSL
2026-04-10T19:33:56.423770,CUST_000113,0,0,0,0,51.91,0.0,1,1,0,0,0,0,0,0,Female,Houston,Month-to-month,Mailed check,No
2026-04-10T19:34:56.434370,CUST_000114,0,1,0,14,49.43,669.68,1,0,0,0,0,0,0,0,Male,Los Angeles,Month-to-month,Mailed check,No
2026-04-10T19:35:56.450426,CUST_000115,0,1,0,9,83.23,691.05,0,0,0,1,0,1,0,0,Female,Dallas,Month-to-month,Credit card (automatic),Fiber optic
2026-04-10T19:36:56.452594,CUST_000116,1,0,0,71,93.74,6483.68,0,0,1,1,0,0,1,1,Male,Houston,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T19:37:56.457855,CUST_000117,0,1,0,37,114.3,4225.23,1,1,0,1,0,1,1,0,Female,Chicago,One year,Mailed check,Fiber optic
2026-04-10T19:38:56.470515,CUST_000118,0,0,0,41,109.65,4429.64,1,0,1,1,0,0,0,1,Female,Dallas,One year,Bank transfer (automatic),Fiber optic
2026-04-10T19:39:56.486359,CUST_000119,0,0,0,14,79.2,1160.79,1,1,0,0,0,0,0,1,Female,Houston,Month-to-month,Mailed check,DSL
2026-04-10T19:40:56.491969,CUST_000120,1,1,0,1,84.42,91.14,1,1,1,0,1,0,0,1,Male,San Francisco,Month-to-month,Credit card (automatic),DSL
2026-04-10T19:41:56.506005,CUST_000121,0,0,0,18,43.4,714.89,1,0,0,0,0,0,0,0,Male,Phoenix,Month-to-month,Electronic check,No
2026-04-10T19:42:56.509467,CUST_000122,0,1,0,0,104.48,0.0,1,0,0,0,1,0,0,1,Female,San Francisco,Month-to-month,Mailed check,Fiber optic
2026-04-10T19:43:56.523198,CUST_000123,0,1,1,6,44.83,242.47,1,0,0,0,0,0,0,0,Female,Houston,Month-to-month,Electronic check,No
2026-04-10T19:44:56.532151,CUST_000124,0,1,1,2,44.69,95.71,1,0,0,0,0,0,0,0,Female,San Francisco,Month-to-month,Electronic check,No
2026-04-10T19:45:56.541484,CUST_000125,0,1,0,5,99.8,470.52,1,0,1,0,0,0,0,0,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-10T19:46:56.555573,CUST_000126,0,1,1,14,106.54,1606.87,1,0,1,0,1,1,1,0,Male,Dallas,One year,Credit card (automatic),Fiber optic
2026-04-10T19:47:56.573489,CUST_000127,0,1,0,47,100.61,4851.52,1,1,1,1,1,1,0,0,Female,Chicago,One year,Credit card (automatic),DSL
2026-04-10T19:48:56.656263,CUST_000128,0,1,1,13,121.85,1692.76,1,1,1,0,0,0,1,1,Female,Houston,Month-to-month,Electronic check,Fiber optic
2026-04-10T19:49:56.671428,CUST_000129,1,0,1,26,115.91,2745.26,1,1,0,1,1,0,0,0,Male,Los Angeles,One year,Credit card (automatic),Fiber optic
2026-04-10T19:50:56.679178,CUST_000130,1,1,1,21,88.09,2003.28,1,0,0,1,1,0,1,0,Male,Seattle,One year,Credit card (automatic),DSL
2026-04-10T19:51:56.693084,CUST_000131,0,1,0,40,116.93,4228.51,1,0,1,0,1,0,1,1,Female,Dallas,Two year,Bank transfer (automatic),Fiber optic
2026-04-10T19:52:56.707262,CUST_000132,0,0,0,22,94.54,1969.9,1,1,1,1,0,0,1,1,Male,Chicago,Month-to-month,Electronic check,DSL
2026-04-10T19:53:56.711600,CUST_000133,1,1,1,13,122.95,1614.28,1,1,0,1,0,1,0,1,Female,Houston,Month-to-month,Credit card (automatic),Fiber optic
2026-04-10T19:54:56.716247,CUST_000134,0,0,1,8,82.01,701.26,0,0,1,0,0,1,0,1,Male,Los Angeles,Month-to-month,Bank transfer (automatic),Fiber optic
2026-04-10T19:55:56.726306,CUST_000135,0,0,0,23,123.83,2733.64,1,1,1,0,1,1,0,1,Male,Los Angeles,Month-to-month,Mailed check,Fiber optic
2026-04-10T19:56:56.749666,CUST_000136,0,0,0,11,102.64,1102.63,1,1,0,0,0,1,1,0,Female,Chicago,Month-to-month,Electronic check,Fiber optic
2026-04-10T19:57:56.758479,CUST_000137,0,0,1,16,103.22,1567.25,1,1,1,0,1,0,1,1,Male,Chicago,One year,Bank transfer (automatic),DSL
2026-04-10T19:58:56.771308,CUST_000138,1,0,1,16,79.37,1308.1,1,0,0,1,0,1,0,0,Female,New York,Month-to-month,Credit card (automatic),DSL
2026-04-10T19:59:56.786094,CUST_000139,0,1,1,20,109.08,2220.1,1,0,1,0,0,0,0,1,Female,New York,Month-to-month,Mailed check,Fiber optic
2026-04-10T20:00:56.790684,CUST_000140,0,1,1,45,83.59,4061.71,1,0,0,1,1,0,0,0,Female,Phoenix,Two year,Bank transfer (automatic),DSL
2026-04-10T20:01:56.800136,CUST_000141,0,1,1,24,90.34,2142.12,1,1,0,0,0,0,0,1,Female,Los Angeles,One year,Bank transfer (automatic),DSL
2026-04-10T20:02:56.816256,CUST_000142,0,0,1,12,44.59,485.63,1,0,0,0,0,0,0,0,Male,New York,Month-to-month,Credit card (automatic),No
2026-04-10T20:03:56.831231,CUST_000143,0,0,0,18,132.48,2505.27,1,1,1,1,1,0,1,1,Female,Miami,Month-to-month,Electronic check,Fiber optic
2026-04-10T20:04:56.841656,CUST_000144,0,1,1,28,102.97,2635.84,1,0,0,0,0,0,1,1,Female,New York,One year,Bank transfer (automatic),Fiber optic
2026-04-10T20:05:56.859795,CUST_000145,0,1,0,41,119.7,5184.05,1,0,0,0,0,1,1,1,Female,Miami,One year,Bank transfer (automatic),Fiber optic
2026-04-10T20:06:56.866288,CUST_000146,0,1,0,16,94.04,1482.27,1,0,1,1,0,1,1,0,Male,San Diego,One year,Bank transfer (automatic),DSL
2026-04-13T19:10:53.801180,CUST_000147,1,0,0,8,90.38,752.04,1,0,0,1,0,1,0,1,Male,Seattle,Month-to-month,Electronic check,DSL
2026-04-13T19:11:53.821573,CUST_000148,0,0,0,41,95.61,4181.31,0,0,0,1,0,1,1,1,Female,Miami,One year,Credit card (automatic),Fiber optic
2026-04-13T19:12:54.879894,CUST_000149,0,1,1,12,90.61,1003.32,1,0,1,0,1,0,1,1,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-13T19:13:54.892162,CUST_000150,0,1,0,15,89.11,1326.41,1,0,0,1,1,0,1,0,Female,Chicago,Month-to-month,Electronic check,DSL
2026-04-13T19:14:54.904427,CUST_000151,0,0,0,0,100.13,0.0,1,0,0,1,0,0,0,0,Male,San Francisco,Month-to-month,Electronic check,Fiber optic
2026-04-13T19:15:54.919067,CUST_000152,0,1,0,2,107.71,199.59,1,0,0,1,0,0,1,1,Male,New York,Month-to-month,Electronic check,Fiber optic
2026-04-13T19:16:54.936867,CUST_000153,0,0,0,70,115.92,8369.64,1,1,0,0,1,0,1,0,Female,Phoenix,Two year,Electronic check,Fiber optic
2026-04-13T19:17:54.954608,CUST_000154,0,0,1,48,132.84,6077.89,1,1,1,0,0,1,1,1,Male,Los Angeles,Two year,Bank transfer (automatic),Fiber optic
2026-04-13T19:18:54.969173,CUST_000155,0,0,0,22,45.94,1107.75,1,0,0,0,0,0,0,0,Male,Chicago,Month-to-month,Mailed check,No
2026-04-13T19:19:54.984759,CUST_000156,0,0,0,12,96.32,1051.18,1,0,1,1,0,1,0,0,Male,Chicago,One year,Bank transfer (automatic),DSL
2026-04-13T19:20:55.000877,CUST_000157,0,1,0,24,18.0,443.19,0,0,0,0,0,0,0,0,Male,Phoenix,Month-to-month,Electronic check,No
2026-04-13T19:21:55.014930,CUST_000158,0,0,0,28,90.82,2728.77,1,0,0,0,1,1,1,0,Female,San Francisco,One year,Credit card (automatic),DSL
2026-04-13T19:22:55.029083,CUST_000159,0,0,0,4,74.07,282.36,1,1,0,1,0,0,0,0,Female,Houston,Month-to-month,Electronic check,DSL
2026-04-13T19:23:55.042906,CUST_000160,0,1,1,13,94.43,1311.25,1,0,0,1,0,0,1,0,Female,San Diego,Month-to-month,Credit card (automatic),Fiber optic
2026-04-13T19:24:55.053959,CUST_000161,0,1,0,19,124.67,2361.54,1,1,1,0,0,0,1,1,Male,Miami,Month-to-month,Electronic check,Fiber optic
2026-04-13T19:25:55.070932,CUST_000162,0,0,0,10,84.21,834.61,1,1,0,0,0,0,1,0,Male,Phoenix,Month-to-month,Mailed check,DSL
2026-04-13T19:26:55.085872,CUST_000163,1,1,0,7,95.02,612.21,1,0,1,1,0,0,0,0,Female,Chicago,Month-to-month,Mailed check,Fiber optic
2026-04-13T19:27:55.101344,CUST_000164,1,1,0,21,111.32,2254.64,1,1,0,1,1,1,1,0,Male,Miami,Month-to-month,Electronic check,DSL
2026-04-13T19:28:55.106603,CUST_000165,0,0,0,23,110.19,2711.09,1,1,0,1,1,0,1,0,Male,Los Angeles,Month-to-month,Electronic check,Fiber optic
2026-04-13T19:29:55.117594,CUST_000166,0,1,1,47,49.56,2107.13,1,1,0,0,0,0,0,0,Male,Houston,One year,Credit card (automatic),No
2026-04-13T19:30:55.125766,CUST_000167,0,1,1,20,107.21,2108.52,1,1,0,0,0,0,1,0,Female,New York,Month-to-month,Mailed check,Fiber optic
